State Name_x,District,Households_Rural,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,State Name_y,Households_Urban,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
Jharkhand,Gumla,216629.0,6282.241,13864.256,Jharkhand,16445.0,822.25,11264.825
Jharkhand,Simdega,144169.0,4180.901,7064.281,Jharkhand,11114.0,444.56,5934.876
Jharkhand,Pashchimi Singhbhum,336928.0,13477.12,12466.336000000001,Jharkhand,63396.0,2852.8199999999997,37340.244
Jharkhand,Saraikela-Kharsawan,217248.0,7820.928000000001,13903.872,Jharkhand,68439.0,2326.9260000000004,44143.155
Odisha,Bargarh,411566.0,34983.11,50622.618,Odisha,47395.0,2227.565,25688.09
Odisha,Jharsuguda,103224.0,6090.216,9703.056,Odisha,73962.0,4141.871999999999,39643.632000000005
Odisha,Sambalpur,220697.0,17214.365999999998,18979.942,Odisha,94798.0,4929.496,56404.81
Odisha,Debagarh,91408.0,12248.672,5393.072,Odisha,7350.0,404.25,3770.55
Odisha,Sundargarh,387911.0,22498.838,32584.524,Odisha,230151.0,10126.644,150748.905
Odisha,Kendujhar,490634.0,42194.524,45628.96200000001,Odisha,83664.0,6442.128,42501.312
Odisha,Mayurbhanj,689110.0,59263.45999999999,103366.5,Odisha,64479.0,5222.799,41266.56
Odisha,Baleshwar,601154.0,69733.864,136461.95799999998,Odisha,82440.0,5935.68,56059.200000000004
Odisha,Bhadrak,373862.0,33273.718,59817.92,Odisha,54244.0,4014.0560000000005,28098.392
Odisha,Kendrapara,414749.0,31106.175,65530.342000000004,Odisha,23494.0,2067.472,13579.532
Odisha,Jagatsinghapur,309685.0,21987.635,68440.385,Odisha,43047.0,1592.7390000000003,19285.055999999997
Odisha,Cuttack,579529.0,58532.429,129814.49599999998,Odisha,210768.0,13489.152,164399.04
Odisha,Jajapur,495611.0,72359.20599999999,98626.58899999999,Odisha,45528.0,3186.9600000000005,27863.136
Odisha,Dhenkanal,315390.0,36269.85,44785.38,Odisha,36979.0,2810.404,22113.442
Odisha,Anugul,340410.0,40849.2,56848.469999999994,Odisha,74177.0,4895.682,47473.28
Odisha,Nayagarh,261646.0,31920.811999999998,41601.714,Odisha,26688.0,2028.288,14891.903999999999
Odisha,Khordha,331834.0,28205.890000000003,60725.621999999996,Odisha,356895.0,18201.645,273381.56999999995
Odisha,Puri,402014.0,45025.56799999999,62714.184,Odisha,72210.0,4188.179999999999,52929.93
Odisha,Ganjam,795476.0,75570.22,151935.916,Odisha,219918.0,11435.736,143606.454
Odisha,Gajapati,152095.0,8973.605000000001,19316.065,Odisha,23050.0,1152.5,13069.350000000002
Odisha,Kandhamal,218446.0,14417.436000000002,13762.098,Odisha,24489.0,1567.296,13836.284999999998
Odisha,Baudh,131377.0,6174.719,11823.93,Odisha,6577.0,355.158,3374.001
Odisha,Subarnapur,176927.0,12738.744,13977.233,Odisha,16575.0,961.3499999999999,6464.25
Odisha,Balangir,476770.0,33373.9,48153.77,Odisha,62192.0,4229.0560000000005,36133.551999999996
Odisha,Nuapada,197258.0,9468.384,25051.766,Odisha,11869.0,771.485,5744.596
Odisha,Kalahandi,456336.0,42895.584,37419.551999999996,Odisha,38412.0,2650.4280000000003,22586.255999999998
Odisha,Rayagada,237343.0,13528.551000000001,15664.638,Odisha,49205.0,2115.815,29769.024999999998
Odisha,Nabarangapur,342840.0,15084.960000000001,19884.719999999998,Odisha,29424.0,1441.776,15712.416000000001
Odisha,Koraput,381789.0,20234.817,31306.697999999997,Odisha,78339.0,4386.9839999999995,50842.011
Odisha,Malkangiri,167884.0,12423.416000000001,10073.039999999999,Odisha,15839.0,1330.476,7555.203
Chhattisgarh,Koriya,121852.0,2680.744,10357.42,Chhattisgarh,59763.0,776.9190000000001,35439.458999999995
Chhattisgarh,Surguja,,,,Chhattisgarh,65167.0,1042.672,39947.371
Chhattisgarh,Jashpur,,,,Chhattisgarh,20722.0,248.66400000000002,8744.684000000001
Chhattisgarh,Raigarh,354278.0,17005.344,46056.14,Chhattisgarh,66638.0,1999.1399999999999,38183.574
Chhattisgarh,Raigarh,354278.0,17005.344,46056.14,Maharashtra,66638.0,733.018,53976.780000000006
Chhattisgarh,Raigarh,354278.0,17005.344,46056.14,Chhattisgarh,377160.0,11314.8,216112.68
Chhattisgarh,Raigarh,354278.0,17005.344,46056.14,Maharashtra,377160.0,4148.76,305499.60000000003
Maharashtra,Raigarh,354278.0,12754.008000000002,180327.502,Chhattisgarh,66638.0,1999.1399999999999,38183.574
Maharashtra,Raigarh,354278.0,12754.008000000002,180327.502,Maharashtra,66638.0,733.018,53976.780000000006
Maharashtra,Raigarh,354278.0,12754.008000000002,180327.502,Chhattisgarh,377160.0,11314.8,216112.68
Maharashtra,Raigarh,354278.0,12754.008000000002,180327.502,Maharashtra,377160.0,4148.76,305499.60000000003
Chhattisgarh,Raigarh,581868.0,27929.664,75642.84,Chhattisgarh,66638.0,1999.1399999999999,38183.574
Chhattisgarh,Raigarh,581868.0,27929.664,75642.84,Maharashtra,66638.0,733.018,53976.780000000006
Chhattisgarh,Raigarh,581868.0,27929.664,75642.84,Chhattisgarh,377160.0,11314.8,216112.68
Chhattisgarh,Raigarh,581868.0,27929.664,75642.84,Maharashtra,377160.0,4148.76,305499.60000000003
Maharashtra,Raigarh,581868.0,20947.248000000003,296170.812,Chhattisgarh,66638.0,1999.1399999999999,38183.574
Maharashtra,Raigarh,581868.0,20947.248000000003,296170.812,Maharashtra,66638.0,733.018,53976.780000000006
Maharashtra,Raigarh,581868.0,20947.248000000003,296170.812,Chhattisgarh,377160.0,11314.8,216112.68
Maharashtra,Raigarh,581868.0,20947.248000000003,296170.812,Maharashtra,377160.0,4148.76,305499.60000000003
Chhattisgarh,Korba,206598.0,6611.136,24585.162,Chhattisgarh,126055.0,2016.88,73868.23
Chhattisgarh,Janjgir - Champa,379583.0,21256.647999999997,41754.13,Chhattisgarh,61190.0,2325.22,27168.36
Chhattisgarh,Kabeerdham,187311.0,11613.282,16857.989999999998,Chhattisgarh,23868.0,1217.268,11814.66
Chhattisgarh,Rajnandgaon,313604.0,10662.536,58016.74,Chhattisgarh,76528.0,1913.2,40712.896
Chhattisgarh,Durg,533448.0,26672.4,74682.72,Chhattisgarh,349741.0,7694.302000000001,218937.866
Chhattisgarh,Raipur,673499.0,39736.441000000006,86881.371,Chhattisgarh,395001.0,11455.028999999999,256750.65000000002
Chhattisgarh,Mahasamund,274793.0,12640.478,41768.536,Chhattisgarh,35774.0,1466.734,17922.774
Chhattisgarh,Dhamtari,168689.0,7084.938,40822.738,Chhattisgarh,41792.0,1462.72,22400.512000000002
Chhattisgarh,Uttar Bastar Kanker,169191.0,5075.73,25040.268000000004,Chhattisgarh,24878.0,796.096,15150.702
Chhattisgarh,Bastar,316425.0,10758.45,43983.075000000004,Chhattisgarh,54894.0,1591.926,33485.34
Chhattisgarh,Narayanpur,26916.0,1184.304,1103.5559999999998,Chhattisgarh,6179.0,135.93800000000002,2731.118
Chhattisgarh,Dakshin Bastar Dantewada,106545.0,3409.44,7671.240000000001,Chhattisgarh,31304.0,907.8159999999999,15589.392
Chhattisgarh,Bijapur,50449.0,2118.858,1362.123,Chhattisgarh,7942.0,246.202,2231.702
Chhattisgarh,Bijapur,50449.0,2118.858,1362.123,Karnataka,7942.0,230.31799999999998,4725.49
Chhattisgarh,Bijapur,50449.0,2118.858,1362.123,Chhattisgarh,131041.0,4062.271,36822.521
Chhattisgarh,Bijapur,50449.0,2118.858,1362.123,Karnataka,131041.0,3800.189,77969.39499999999
Karnataka,Bijapur,50449.0,3430.532,2522.4500000000003,Chhattisgarh,7942.0,246.202,2231.702
Karnataka,Bijapur,50449.0,3430.532,2522.4500000000003,Karnataka,7942.0,230.31799999999998,4725.49
Karnataka,Bijapur,50449.0,3430.532,2522.4500000000003,Chhattisgarh,131041.0,4062.271,36822.521
Karnataka,Bijapur,50449.0,3430.532,2522.4500000000003,Karnataka,131041.0,3800.189,77969.39499999999
Chhattisgarh,Bijapur,396449.0,16650.858,10704.123000000001,Chhattisgarh,7942.0,246.202,2231.702
Chhattisgarh,Bijapur,396449.0,16650.858,10704.123000000001,Karnataka,7942.0,230.31799999999998,4725.49
Chhattisgarh,Bijapur,396449.0,16650.858,10704.123000000001,Chhattisgarh,131041.0,4062.271,36822.521
Chhattisgarh,Bijapur,396449.0,16650.858,10704.123000000001,Karnataka,131041.0,3800.189,77969.39499999999
Karnataka,Bijapur,396449.0,26958.532000000003,19822.45,Chhattisgarh,7942.0,246.202,2231.702
Karnataka,Bijapur,396449.0,26958.532000000003,19822.45,Karnataka,7942.0,230.31799999999998,4725.49
Karnataka,Bijapur,396449.0,26958.532000000003,19822.45,Chhattisgarh,131041.0,4062.271,36822.521
Karnataka,Bijapur,396449.0,26958.532000000003,19822.45,Karnataka,131041.0,3800.189,77969.39499999999
Madhya Pradesh,Sheopur,150146.0,7957.737999999999,8708.467999999999,Madhya Pradesh,26376.0,844.032,15087.072000000002
Madhya Pradesh,Morena,319298.0,16603.496000000003,21392.966,Madhya Pradesh,95288.0,2001.0480000000002,70322.544
Madhya Pradesh,Bhind,271211.0,12475.706,25222.623000000003,Madhya Pradesh,88385.0,2209.625,59483.104999999996
Madhya Pradesh,Gwalior,172720.0,7772.4,29880.56,Madhya Pradesh,272172.0,5443.4400000000005,236789.63999999998
Madhya Pradesh,Datia,160453.0,4332.231000000001,18131.189000000002,Madhya Pradesh,43401.0,1302.03,27386.031
Madhya Pradesh,Shivpuri,367859.0,15450.078000000001,20600.104,Madhya Pradesh,66759.0,1869.2519999999997,43860.663
Madhya Pradesh,Tikamgarh,322772.0,9360.387999999999,12588.108,Madhya Pradesh,60220.0,1625.9400000000003,27219.440000000002
Madhya Pradesh,Chhatarpur,375869.0,9772.594000000001,19545.188000000002,Madhya Pradesh,95048.0,1520.768,55032.791999999994
Madhya Pradesh,Panna,256744.0,7702.32,12837.2,Madhya Pradesh,32179.0,740.117,17312.301999999996
Madhya Pradesh,Sagar,448408.0,21075.176,50221.695999999996,Madhya Pradesh,165507.0,4137.675,107083.02900000001
Madhya Pradesh,Damoh,303387.0,15169.35,17899.833000000002,Madhya Pradesh,66514.0,1928.906,37380.868
Madhya Pradesh,Satna,461831.0,10160.282000000001,105297.46800000001,Madhya Pradesh,114173.0,2625.979,69074.665
Madhya Pradesh,Rewa,523910.0,11002.11,93255.98000000001,Madhya Pradesh,94489.0,2267.736,56220.954999999994
Madhya Pradesh,Umaria,138100.0,5800.200000000001,8009.799999999999,Madhya Pradesh,29966.0,629.2860000000001,16541.232
Madhya Pradesh,Neemuch,174235.0,4878.58,22999.02,Madhya Pradesh,67962.0,951.4679999999998,43223.832
Madhya Pradesh,Mandsaur,302287.0,6952.601,40204.171,Madhya Pradesh,81832.0,1391.144,55809.424000000006
Madhya Pradesh,Ratlam,266716.0,9335.060000000001,35739.944,Madhya Pradesh,107151.0,1500.1139999999998,88721.02799999999
Madhya Pradesh,Ujjain,300765.0,11429.07,53836.935,Madhya Pradesh,188684.0,3584.996,157739.824
Madhya Pradesh,Shajapur,312611.0,13754.884000000002,41889.874,Madhya Pradesh,73997.0,1775.928,49355.999
Madhya Pradesh,Dewas,274995.0,17049.69,59673.915,Madhya Pradesh,101014.0,2626.364,78083.822
Madhya Pradesh,Dhar,412348.0,19380.356,79170.816,Madhya Pradesh,103364.0,3100.92,78970.096
Madhya Pradesh,Indore,200371.0,9217.066,83153.965,Madhya Pradesh,587947.0,15874.569000000001,530916.1410000001
Madhya Pradesh,Khargone (West Nimar),383543.0,24163.209,49860.590000000004,Madhya Pradesh,76620.0,2451.84,56545.56
Madhya Pradesh,Barwani,250358.0,13018.616000000002,25786.874000000003,Madhya Pradesh,48912.0,2005.3919999999998,32330.831999999995
Madhya Pradesh,Rajgarh,331894.0,21573.11,25887.732,Madhya Pradesh,69823.0,2234.3360000000002,42592.03
Madhya Pradesh,Vidisha,292579.0,8777.369999999999,33646.585,Madhya Pradesh,83830.0,1760.43,59938.45
Madhya Pradesh,Bhopal,118893.0,5112.398999999999,25561.995,Madhya Pradesh,581826.0,15127.476,488152.014
Madhya Pradesh,Sehore,270427.0,17848.182,58682.659,Madhya Pradesh,59220.0,1480.5,46843.02
Madhya Pradesh,Raisen,251272.0,18091.584000000003,46485.32,Madhya Pradesh,74441.0,2977.64,53597.52
Madhya Pradesh,Betul,318945.0,15309.36,41143.905,Madhya Pradesh,87704.0,2631.12,62796.064
Madhya Pradesh,Harda,112714.0,8678.978,43169.46199999999,Madhya Pradesh,31845.0,1401.18,25253.085
Madhya Pradesh,Hoshangabad,209650.0,21384.3,70861.7,Madhya Pradesh,105746.0,3595.364,85231.276
Madhya Pradesh,Katni,276151.0,12150.644000000002,23748.985999999997,Madhya Pradesh,72880.0,1749.1200000000001,47955.03999999999
Madhya Pradesh,Jabalpur,272284.0,15520.188,72972.11200000001,Madhya Pradesh,352477.0,10221.832999999999,282686.554
Madhya Pradesh,Narsimhapur,230659.0,22604.582000000002,63431.225000000006,Madhya Pradesh,53059.0,3130.481,38096.362
Madhya Pradesh,Dindori,218021.0,5886.567000000001,8066.777000000001,Madhya Pradesh,9774.0,537.57,5405.021999999999
Madhya Pradesh,Mandla,279674.0,12025.981999999998,18738.158,Madhya Pradesh,37258.0,1490.32,24254.957999999995
Madhya Pradesh,Chhindwara,413142.0,21070.242,50816.46600000001,Madhya Pradesh,140802.0,5209.674000000001,93351.726
Madhya Pradesh,Seoni,335045.0,16417.205,50926.84,Madhya Pradesh,47542.0,1663.9700000000003,35133.53800000001
Madhya Pradesh,Balaghat,400074.0,21603.996000000003,46808.657999999996,Madhya Pradesh,70793.0,2406.962,44670.383
Madhya Pradesh,Guna,212765.0,6170.1849999999995,15744.610000000002,Madhya Pradesh,72320.0,2386.56,43102.72
Madhya Pradesh,Ashoknagar,169606.0,4579.362000000001,11872.420000000002,Madhya Pradesh,37135.0,631.2950000000001,20907.004999999997
Madhya Pradesh,Shahdol,233594.0,6774.226,17753.144,Madhya Pradesh,57846.0,1561.842,36847.902
Madhya Pradesh,Anuppur,,,,Madhya Pradesh,,,
Madhya Pradesh,Sidhi,250953.0,4768.107,10289.072999999999,Madhya Pradesh,25916.0,388.74,12698.84
Madhya Pradesh,Singrauli,228732.0,4345.907999999999,5032.104,Madhya Pradesh,58593.0,1523.4180000000001,30526.953
Madhya Pradesh,Jhabua,211080.0,10765.08,12242.64,Madhya Pradesh,24713.0,444.83400000000006,18979.584
Madhya Pradesh,Alirajpur,135866.0,5434.64,6793.3,Madhya Pradesh,14662.0,381.21200000000005,11040.486
Madhya Pradesh,Khandwa (East Nimar),265663.0,21253.04,46225.361999999994,Madhya Pradesh,63425.0,2790.7000000000003,43953.524999999994
Madhya Pradesh,Burhanpur,115979.0,7422.656,21456.114999999998,Madhya Pradesh,62861.0,2451.579,43122.64599999999
Gujarat,Kachchh,488293.0,5371.223000000001,240240.15600000002,Gujarat,250982.0,2509.82,220613.178
Gujarat,Banas Kantha,666773.0,26670.920000000002,114018.183,Gujarat,137424.0,2061.36,107190.72
Gujarat,Patan,301483.0,11456.354,108232.397,Gujarat,102655.0,1539.825,84587.72
Gujarat,Mahesana,476005.0,12376.130000000001,211346.22,Gujarat,183738.0,2388.594,156177.3
Gujarat,Sabar Kantha,544024.0,11424.504,169191.464,Gujarat,121509.0,1944.144,93197.403
Gujarat,Gandhinagar,237624.0,5465.352,101703.072,Gujarat,195634.0,2543.242,158072.272
Gujarat,Ahmadabad,353169.0,7063.38,116192.60099999998,Gujarat,1845383.0,11072.298,1699597.7429999998
Gujarat,Surendranagar,340788.0,7838.124,70883.90400000001,Gujarat,159810.0,2237.3399999999997,111867.0
Gujarat,Rajkot,459474.0,6892.11,202168.56,Gujarat,721532.0,7936.852000000001,624125.18
Gujarat,Jamnagar,347158.0,5554.528,120810.984,Gujarat,299167.0,2991.67,250701.946
Gujarat,Porbandar,96015.0,2208.345,37541.865,Gujarat,87557.0,1138.2410000000002,67769.118
Gujarat,Junagadh,489237.0,8317.029,225049.02000000002,Gujarat,287506.0,4025.0839999999994,246392.642
Gujarat,Amreli,313714.0,5333.138000000001,163444.994,Gujarat,116899.0,1168.99,91648.816
Gujarat,Bhavnagar,387251.0,5808.764999999999,124307.571,Gujarat,356826.0,3925.0860000000002,291170.016
Gujarat,Anand,413078.0,8674.638,170601.21399999998,Gujarat,208909.0,2715.8170000000005,173394.47
Gujarat,Kheda,461479.0,11536.975,117215.666,Gujarat,160547.0,2408.205,126029.395
Gujarat,Panch Mahals,463363.0,12047.438000000002,78771.71,Gujarat,104238.0,1146.6180000000002,87664.158
Gujarat,Dohad,323697.0,6797.637000000001,19745.517,Gujarat,52807.0,580.8770000000001,37915.426
Gujarat,Vadodara,547454.0,10949.08,156024.38999999998,Gujarat,692971.0,5543.768,636840.349
Gujarat,Narmada,138121.0,1795.573,22099.36,Gujarat,22248.0,422.712,16619.256
Gujarat,Bharuch,300677.0,4510.155,137710.066,Gujarat,181319.0,1087.914,162099.18600000002
Gujarat,The Dangs,52102.0,573.1220000000001,13181.806,Gujarat,7516.0,52.611999999999995,4344.248
Gujarat,Navsari,267739.0,3748.3459999999995,119143.855,Gujarat,141417.0,1272.7530000000002,121194.36899999999
Gujarat,Valsad,262410.0,3411.3300000000004,72425.16,Gujarat,235981.0,2123.829,179345.56
Gujarat,Surat,369840.0,4438.08,184550.16,Gujarat,1529998.0,7649.99,1435138.1239999998
Gujarat,Tapi,192272.0,1922.72,44222.560000000005,Gujarat,26217.0,209.73600000000002,20318.175
Daman and Diu,Diu,9788.0,29.364,4238.204,Daman and Diu,9062.0,18.124,6769.314
Daman and Diu,Daman,10006.0,90.05400000000002,5733.437999999999,Daman and Diu,61073.0,366.438,53011.364
,Dadra AND Nagar Haveli,48221.0,,,,60562.0,,
Maharashtra,Nandurbar,333440.0,13004.16,74357.12,Maharashtra,71572.0,2361.876,45448.22
Maharashtra,Dhule,382777.0,13014.418000000001,71579.299,Maharashtra,146013.0,2336.208,95346.489
Maharashtra,Jalgaon,796223.0,43792.265,179946.39800000002,Maharashtra,373565.0,6350.6050000000005,242443.685
Maharashtra,Buldana,575405.0,38552.135,167442.855,Maharashtra,152787.0,5347.545,93047.283
Maharashtra,Akola,308158.0,21879.217999999997,95220.822,Maharashtra,196077.0,7254.849000000001,141763.671
Maharashtra,Washim,274925.0,18419.975000000002,75604.375,Maharashtra,55921.0,1453.9460000000001,37634.833
Maharashtra,Amravati,508921.0,33588.786,209166.53100000002,Maharashtra,272894.0,7913.9259999999995,214494.68399999998
Maharashtra,Wardha,268486.0,25506.170000000002,126725.392,Maharashtra,120218.0,4448.066000000001,94250.912
Maharashtra,Nagpur,430844.0,35760.052,198619.084,Maharashtra,877522.0,24570.615999999998,789769.8
Maharashtra,Bhandara,283843.0,22991.283,158384.39399999997,Maharashtra,72575.0,2467.55,61180.725
Maharashtra,Gondiya,319702.0,16624.504,151858.44999999998,Maharashtra,66813.0,2204.829,51646.449
Maharashtra,Gadchiroli,293586.0,25541.982,65176.092000000004,Maharashtra,37254.0,1490.16,24550.386000000002
Maharashtra,Chandrapur,451324.0,50548.28799999999,131335.284,Maharashtra,233331.0,7933.254000000001,167298.32700000002
Maharashtra,Yavatmal,629243.0,50968.683000000005,137174.974,Maharashtra,168889.0,6586.671,115182.29800000001
Maharashtra,Nanded,591119.0,46107.282,113494.848,Maharashtra,230563.0,9222.52,168772.116
Maharashtra,Hingoli,242456.0,14547.359999999999,65220.66399999999,Maharashtra,41913.0,1299.3029999999999,27536.841
Maharashtra,Parbhani,293480.0,24358.84,39032.840000000004,Maharashtra,133759.0,5885.396000000001,89484.77100000001
Maharashtra,Jalna,404746.0,27927.474000000002,118185.832,Maharashtra,98084.0,3040.604,68854.96800000001
Maharashtra,Nashik,904661.0,50661.015999999996,265065.673,Maharashtra,764271.0,19106.775,528111.2609999999
Maharashtra,Thane,713994.0,41411.651999999995,283455.618,Maharashtra,2904157.0,31945.727000000003,2163596.965
,Mumbai Suburban,0.0,,,Maharashtra,3078829.0,43103.60599999999,1684119.4630000002
,Mumbai,0.0,,,Maharashtra,1107321.0,16609.815,741905.0700000001
Maharashtra,Pune,1165718.0,57120.182,720413.724,Maharashtra,2056739.0,26737.607000000004,1655674.895
Maharashtra,Ahmadnagar,1041393.0,77063.08200000001,407184.663,Maharashtra,282011.0,7050.275000000001,207560.096
Maharashtra,Bid,563114.0,45049.12,86719.556,Maharashtra,135457.0,3928.2529999999997,93600.787
Maharashtra,Latur,428616.0,24431.112,106296.768,Maharashtra,157016.0,4082.416,122315.464
Maharashtra,Osmanabad,367158.0,22763.796,81509.076,Maharashtra,77832.0,2179.296,44986.89599999999
Maharashtra,Solapur,779929.0,60834.462,250357.209,Maharashtra,376302.0,7149.737999999999,229167.918
Maharashtra,Satara,774522.0,41049.666,542939.922,Maharashtra,200949.0,5425.6230000000005,151515.546
Maharashtra,Ratnagiri,538538.0,22080.057999999997,361897.536,Maharashtra,100824.0,1915.656,82675.68
Maharashtra,Sindhudurg,295847.0,13608.962,220110.16800000003,Maharashtra,44989.0,1349.6699999999998,39050.452
Maharashtra,Kolhapur,796496.0,15929.92,592593.0240000001,Maharashtra,382818.0,4593.816,285965.046
Maharashtra,Sangli,626872.0,31970.471999999998,379257.56,Maharashtra,226801.0,5443.224,175997.57599999997
Andhra Pradesh,Adilabad,597466.0,38835.29,82450.308,Andhra Pradesh,220248.0,6166.9439999999995,155715.336
Andhra Pradesh,Nizamabad,565165.0,24302.094999999998,166158.50999999998,Andhra Pradesh,155133.0,3412.9260000000004,132638.715
Andhra Pradesh,Karimnagar,877236.0,44739.036,300014.712,Andhra Pradesh,288044.0,5184.792,243109.13600000003
Andhra Pradesh,Medak,593653.0,26120.732000000004,188781.654,Andhra Pradesh,195479.0,2345.748,165375.234
,Hyderabad,0.0,,,Andhra Pradesh,1066289.0,9596.601,1050294.665
Andhra Pradesh,Rangareddy,432098.0,9506.156,187962.63,Andhra Pradesh,1129224.0,7904.567999999999,1084055.04
Andhra Pradesh,Mahbubnagar,848963.0,52635.706,151964.377,Andhra Pradesh,161052.0,2737.884,125781.612
Andhra Pradesh,Nalgonda,833504.0,49176.736000000004,265887.776,Andhra Pradesh,197433.0,3356.3610000000003,160315.59600000002
Andhra Pradesh,Warangal,758738.0,64492.73,225345.186,Andhra Pradesh,288249.0,8359.221,237517.176
Andhra Pradesh,Khammam,669262.0,34801.624,250303.988,Andhra Pradesh,201363.0,4429.986000000001,171964.002
Andhra Pradesh,Srikakulam,752752.0,26346.320000000003,96352.25600000001,Andhra Pradesh,149684.0,2544.628,98641.75600000001
Andhra Pradesh,Vizianagaram,592458.0,19551.114,63393.006,Andhra Pradesh,157056.0,2984.064,104285.18400000001
Andhra Pradesh,Visakhapatnam,718847.0,23003.104,153833.258,Andhra Pradesh,660493.0,7265.423000000001,551511.655
Andhra Pradesh,East Godavari,1199479.0,46779.681,563755.13,Andhra Pradesh,406362.0,6908.154,354754.026
Andhra Pradesh,West Godavari,1007255.0,48348.24,593273.195,Andhra Pradesh,248373.0,5464.206,220306.851
Andhra Pradesh,Krishna,909292.0,40008.848000000005,511022.10400000005,Andhra Pradesh,567042.0,9639.714,527349.06
Andhra Pradesh,Guntur,1069877.0,44934.834,497492.80500000005,Andhra Pradesh,513113.0,9749.146999999999,442816.519
Andhra Pradesh,Prakasam,873486.0,36686.412000000004,244576.08000000002,Andhra Pradesh,214089.0,4281.78,165704.886
Andhra Pradesh,Sri Potti Sriramulu Nellore,689137.0,29632.890999999996,175729.935,Andhra Pradesh,264376.0,5023.144,208328.28799999997
Andhra Pradesh,Y.S.R.,590589.0,15355.314000000002,167727.27599999998,Andhra Pradesh,293504.0,3228.5440000000003,232161.664
Andhra Pradesh,Kurnool,783853.0,25867.149,216343.428,Andhra Pradesh,306982.0,4297.748,223175.914
Andhra Pradesh,Anantapur,902997.0,26186.912999999997,198659.34,Andhra Pradesh,341431.0,4438.603,260170.422
Andhra Pradesh,Chittoor,,,,Andhra Pradesh,395900.0,4750.8,322658.5
Karnataka,Belgaum,962777.0,45250.519,178113.745,Karnataka,356198.0,6767.762,257887.35200000004
Karnataka,Bagalkot,324799.0,16889.548000000003,23385.528000000002,Karnataka,165858.0,6136.746000000001,70489.65
Karnataka,Bidar,287134.0,14356.7,25267.792,Karnataka,102269.0,3068.0699999999997,69645.189
Karnataka,Raichur,330446.0,23461.665999999997,33044.6,Karnataka,125402.0,4514.472000000001,63202.608
Karnataka,Koppal,272968.0,14194.336000000001,32756.16,Karnataka,64681.0,2393.197,31305.604
Karnataka,Gadag,180066.0,9183.366,16566.072,Karnataka,111906.0,3804.804,47336.238
Karnataka,Dharwad,199707.0,7788.573,46132.317,Karnataka,283397.0,5667.9400000000005,232385.53999999998
Karnataka,Uttara Kannada,334281.0,21393.984,169146.18600000002,Karnataka,140511.0,4496.352,113251.866
Karnataka,Haveri,315076.0,15753.800000000001,88851.43199999999,Karnataka,98488.0,2856.1519999999996,68646.13600000001
Karnataka,Bellary,371604.0,20066.616,44964.083999999995,Karnataka,251876.0,7556.28,159941.26
Karnataka,Chitradurga,349704.0,20632.536,66793.464,Karnataka,97644.0,1952.88,72158.91600000001
Karnataka,Davanagere,354680.0,20571.44,105694.64,Karnataka,176011.0,4928.307999999999,142392.899
Karnataka,Shimoga,352444.0,25728.411999999997,217810.392,Karnataka,201662.0,6453.184,176857.574
Karnataka,Udupi,269817.0,11332.314,225567.012,Karnataka,115572.0,2427.012,110949.12
Karnataka,Chikmagalur,311660.0,17141.3,168608.06,Karnataka,80766.0,2342.214,72204.804
Karnataka,Tumkur,685443.0,39755.693999999996,125436.069,Karnataka,204799.0,5119.975,168959.175
Karnataka,Bangalore,300576.0,7514.400000000001,224830.848,Karnataka,2967384.0,32641.224000000002,2872427.712
Karnataka,Mandya,458867.0,20649.015,126188.42500000002,Karnataka,103435.0,3206.485,88850.66500000001
Karnataka,Hassan,496103.0,30758.386,132459.50100000002,Karnataka,132878.0,3189.072,119457.322
Karnataka,Dakshina Kannada,332919.0,12318.003000000002,293301.63899999997,Karnataka,317373.0,5077.968,309756.048
Karnataka,Kodagu,181182.0,8334.372,142771.416,Karnataka,31792.0,1017.344,30838.239999999998
Karnataka,Mysore,540596.0,28651.588,145960.92,Karnataka,380386.0,8368.492,358323.612
Karnataka,Chamarajanagar,262680.0,18387.600000000002,40452.72,Karnataka,57200.0,2574.0,36779.6
Karnataka,Gulbarga,400704.0,14826.048000000003,18031.68,Karnataka,199303.0,2989.545,135924.646
Karnataka,Yadgir,207787.0,11428.285,8934.840999999999,Karnataka,55208.0,1601.032,22193.616
Karnataka,Kolar,326567.0,16654.916999999998,83274.585,Karnataka,151042.0,2416.672,121135.68400000001
Karnataka,Chikkaballapura,315649.0,15466.801000000001,72599.27,Karnataka,94053.0,1504.848,79286.679
Karnataka,Bangalore Rural,231052.0,8548.924,174444.26,Karnataka,95410.0,1621.97,87109.32999999999
Karnataka,Ramanagara,266950.0,18152.600000000002,74746.0,Karnataka,84834.0,2714.688,75078.09
Goa,North Goa,115859.0,2085.4620000000004,79595.133,Goa,209230.0,2301.53,178473.19
Goa,South Goa,88620.0,1772.4,65401.56,Goa,162873.0,2443.095,138767.796
,Lakshadweep,5289.0,,,,15953.0,,
Kerala,Kasaragod,251641.0,19124.716,223457.208,Kerala,166164.0,4486.428000000001,160514.424
Kerala,Kannur,306288.0,18989.856,294955.344,Kerala,566191.0,11890.011,557698.135
Kerala,Wayanad,266183.0,23956.469999999998,244089.81100000002,Kerala,11805.0,649.275,11250.164999999999
Kerala,Kozhikode,323793.0,21370.338,314079.20999999996,Kerala,666543.0,23995.548000000003,654545.226
