District,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
Jhabua,211080.0,132136.08,10765.08,12242.64,24713.0,6301.8150000000005,444.83400000000006,18979.584
Alirajpur,135866.0,84372.786,5434.64,6793.3,14662.0,4369.276,381.21200000000005,11040.486
Khandwa (East Nimar),265663.0,139207.412,21253.04,46225.361999999994,63425.0,19725.175,2790.7000000000003,43953.524999999994
Burhanpur,115979.0,56133.835999999996,7422.656,21456.114999999998,62861.0,26213.037000000004,2451.579,43122.64599999999
Kachchh,488293.0,124026.422,5371.223000000001,240240.15600000002,250982.0,53710.148,2509.82,220613.178
Banas Kantha,666773.0,258707.92399999997,26670.920000000002,114018.183,137424.0,32706.912000000004,2061.36,107190.72
Patan,301483.0,112453.159,11456.354,108232.397,102655.0,26177.025,1539.825,84587.72
Mahesana,476005.0,156129.63999999998,12376.130000000001,211346.22,183738.0,40054.884,2388.594,156177.3
Sabar Kantha,544024.0,223593.86400000003,11424.504,169191.464,121509.0,32928.939000000006,1944.144,93197.403
Gandhinagar,237624.0,86970.38399999999,5465.352,101703.072,195634.0,47734.695999999996,2543.242,158072.272
Ahmadabad,353169.0,143033.445,7063.38,116192.60099999998,1845383.0,441046.53699999995,11072.298,1699597.7429999998
Surendranagar,340788.0,124046.832,7838.124,70883.90400000001,159810.0,38034.780000000006,2237.3399999999997,111867.0
Rajkot,459474.0,130490.616,6892.11,202168.56,721532.0,158015.50799999997,7936.852000000001,624125.18
Jamnagar,347158.0,104494.55799999999,5554.528,120810.984,299167.0,68808.41,2991.67,250701.946
Porbandar,96015.0,29188.559999999998,2208.345,37541.865,87557.0,21539.022,1138.2410000000002,67769.118
Junagadh,489237.0,159980.499,8317.029,225049.02000000002,287506.0,68713.934,4025.0839999999994,246392.642
Amreli,313714.0,90663.34599999999,5333.138000000001,163444.994,116899.0,28874.053,1168.99,91648.816
Bhavnagar,387251.0,128567.33200000001,5808.764999999999,124307.571,356826.0,91704.282,3925.0860000000002,291170.016
Anand,413078.0,170601.21399999998,8674.638,170601.21399999998,208909.0,54525.249,2715.8170000000005,173394.47
Kheda,461479.0,194744.138,11536.975,117215.666,160547.0,40136.75,2408.205,126029.395
Panch Mahals,463363.0,233534.952,12047.438000000002,78771.71,104238.0,25434.072,1146.6180000000002,87664.158
Dohad,323697.0,192599.715,6797.637000000001,19745.517,52807.0,12462.452000000001,580.8770000000001,37915.426
Vadodara,547454.0,251828.84,10949.08,156024.38999999998,692971.0,137901.229,5543.768,636840.349
Narmada,138121.0,60635.119,1795.573,22099.36,22248.0,7497.576000000001,422.712,16619.256
Bharuch,300677.0,114858.614,4510.155,137710.066,181319.0,36626.437999999995,1087.914,162099.18600000002
The Dangs,52102.0,18913.025999999998,573.1220000000001,13181.806,7516.0,2014.288,52.611999999999995,4344.248
Navsari,267739.0,92369.95499999999,3748.3459999999995,119143.855,141417.0,28283.4,1272.7530000000002,121194.36899999999
Valsad,262410.0,104176.77,3411.3300000000004,72425.16,235981.0,58051.32600000001,2123.829,179345.56
Surat,369840.0,114280.56,4438.08,184550.16,1529998.0,302939.604,7649.99,1435138.1239999998
Tapi,192272.0,69794.736,1922.72,44222.560000000005,26217.0,7812.665999999999,209.73600000000002,20318.175
Diu,9788.0,1243.076,29.364,4238.204,9062.0,969.634,18.124,6769.314
Daman,10006.0,2641.5840000000003,90.05400000000002,5733.437999999999,61073.0,22658.083,366.438,53011.364
Dadra AND Nagar Haveli,48221.0,,,,60562.0,,,
Nandurbar,333440.0,163052.16,13004.16,74357.12,71572.0,20899.023999999998,2361.876,45448.22
Dhule,382777.0,143158.598,13014.418000000001,71579.299,146013.0,33144.950999999994,2336.208,95346.489
Jalgaon,796223.0,309730.74700000003,43792.265,179946.39800000002,373565.0,101236.115,6350.6050000000005,242443.685
Buldana,575405.0,269864.945,38552.135,167442.855,152787.0,52558.727999999996,5347.545,93047.283
Akola,308158.0,146375.05,21879.217999999997,95220.822,196077.0,66274.026,7254.849000000001,141763.671
Washim,274925.0,127290.275,18419.975000000002,75604.375,55921.0,19963.797000000002,1453.9460000000001,37634.833
Amravati,508921.0,226978.766,33588.786,209166.53100000002,272894.0,85415.822,7913.9259999999995,214494.68399999998
Wardha,268486.0,117328.38200000001,25506.170000000002,126725.392,120218.0,28852.32,4448.066000000001,94250.912
Nagpur,430844.0,168029.16,35760.052,198619.084,877522.0,207972.71399999998,24570.615999999998,789769.8
Bhandara,283843.0,123755.548,22991.283,158384.39399999997,72575.0,18143.75,2467.55,61180.725
Gondiya,319702.0,128839.90599999999,16624.504,151858.44999999998,66813.0,18039.510000000002,2204.829,51646.449
Gadchiroli,293586.0,125067.636,25541.982,65176.092000000004,37254.0,10058.58,1490.16,24550.386000000002
Chandrapur,451324.0,186396.81199999998,50548.28799999999,131335.284,233331.0,58799.412000000004,7933.254000000001,167298.32700000002
Yavatmal,629243.0,295114.967,50968.683000000005,137174.974,168889.0,49484.477,6586.671,115182.29800000001
Nanded,591119.0,302652.928,46107.282,113494.848,230563.0,80697.04999999999,9222.52,168772.116
Hingoli,242456.0,113226.952,14547.359999999999,65220.66399999999,41913.0,16220.331,1299.3029999999999,27536.841
Parbhani,293480.0,138816.03999999998,24358.84,39032.840000000004,133759.0,47885.722,5885.396000000001,89484.77100000001
Jalna,404746.0,165945.86,27927.474000000002,118185.832,98084.0,35800.659999999996,3040.604,68854.96800000001
Nashik,904661.0,312108.045,50661.015999999996,265065.673,764271.0,185717.853,19106.775,528111.2609999999
Thane,713994.0,262749.792,41411.651999999995,283455.618,2904157.0,630202.069,31945.727000000003,2163596.965
Mumbai Suburban,0.0,,,,3078829.0,834362.6590000001,43103.60599999999,1684119.4630000002
Mumbai,0.0,,,,1107321.0,290118.102,16609.815,741905.0700000001
Pune,1165718.0,278606.602,57120.182,720413.724,2056739.0,429858.451,26737.607000000004,1655674.895
Ahmadnagar,1041393.0,318666.258,77063.08200000001,407184.663,282011.0,65144.541000000005,7050.275000000001,207560.096
Bid,563114.0,230876.74,45049.12,86719.556,135457.0,41720.756,3928.2529999999997,93600.787
Latur,428616.0,171875.016,24431.112,106296.768,157016.0,48046.896,4082.416,122315.464
Osmanabad,367158.0,140254.356,22763.796,81509.076,77832.0,24594.912,2179.296,44986.89599999999
Solapur,779929.0,230858.98400000003,60834.462,250357.209,376302.0,115901.016,7149.737999999999,229167.918
Satara,774522.0,215317.116,41049.666,542939.922,200949.0,41596.443,5425.6230000000005,151515.546
Ratnagiri,538538.0,154560.406,22080.057999999997,361897.536,100824.0,16736.784,1915.656,82675.68
Sindhudurg,295847.0,81653.77200000001,13608.962,220110.16800000003,44989.0,10707.382000000001,1349.6699999999998,39050.452
Kolhapur,796496.0,193548.528,15929.92,592593.0240000001,382818.0,84985.596,4593.816,285965.046
Sangli,626872.0,171762.92799999999,31970.471999999998,379257.56,226801.0,57380.653,5443.224,175997.57599999997
Adilabad,597466.0,213295.36200000002,38835.29,82450.308,220248.0,51758.28,6166.9439999999995,155715.336
Nizamabad,565165.0,179722.47,24302.094999999998,166158.50999999998,155133.0,39403.782,3412.9260000000004,132638.715
Karimnagar,877236.0,284224.46400000004,44739.036,300014.712,288044.0,60489.24,5184.792,243109.13600000003
Medak,593653.0,205403.93800000002,26120.732000000004,188781.654,195479.0,37922.92599999999,2345.748,165375.234
Hyderabad,0.0,,,,1066289.0,203661.199,9596.601,1050294.665
Rangareddy,432098.0,110184.99,9506.156,187962.63,1129224.0,182934.288,7904.567999999999,1084055.04
Mahbubnagar,848963.0,261480.604,52635.706,151964.377,161052.0,30599.88,2737.884,125781.612
Nalgonda,833504.0,285058.368,49176.736000000004,265887.776,197433.0,47976.219,3356.3610000000003,160315.59600000002
Warangal,758738.0,294390.344,64492.73,225345.186,288249.0,68315.01299999999,8359.221,237517.176
Khammam,669262.0,226879.81799999997,34801.624,250303.988,201363.0,45508.038,4429.986000000001,171964.002
Srikakulam,752752.0,241633.392,26346.320000000003,96352.25600000001,149684.0,32032.376,2544.628,98641.75600000001
Vizianagaram,592458.0,183069.522,19551.114,63393.006,157056.0,31411.2,2984.064,104285.18400000001
Visakhapatnam,718847.0,213497.55899999998,23003.104,153833.258,660493.0,112283.81000000001,7265.423000000001,551511.655
East Godavari,1199479.0,364641.616,46779.681,563755.13,406362.0,84929.658,6908.154,354754.026
West Godavari,1007255.0,302176.5,48348.24,593273.195,248373.0,52406.70300000001,5464.206,220306.851
Krishna,909292.0,280061.936,40008.848000000005,511022.10400000005,567042.0,113975.44200000001,9639.714,527349.06
Guntur,1069877.0,331661.87,44934.834,497492.80500000005,513113.0,112371.74699999999,9749.146999999999,442816.519
Prakasam,873486.0,260298.82799999998,36686.412000000004,244576.08000000002,214089.0,45386.868,4281.78,165704.886
Sri Potti Sriramulu Nellore,689137.0,192269.22299999997,29632.890999999996,175729.935,264376.0,43886.416000000005,5023.144,208328.28799999997
Y.S.R.,590589.0,129338.99099999998,15355.314000000002,167727.27599999998,293504.0,54591.744000000006,3228.5440000000003,232161.664
Kurnool,783853.0,211640.31000000003,25867.149,216343.428,306982.0,64466.22,4297.748,223175.914
Anantapur,902997.0,195950.349,26186.912999999997,198659.34,341431.0,71359.079,4438.603,260170.422
Chittoor,,,,,395900.0,58197.299999999996,4750.8,322658.5
Belgaum,962777.0,370669.145,45250.519,178113.745,356198.0,90830.49,6767.762,257887.35200000004
Bagalkot,324799.0,139338.771,16889.548000000003,23385.528000000002,165858.0,54567.28199999999,6136.746000000001,70489.65
Bidar,287134.0,162804.978,14356.7,25267.792,102269.0,30680.699999999997,3068.0699999999997,69645.189
Raichur,330446.0,142752.67200000002,23461.665999999997,33044.6,125402.0,38749.218,4514.472000000001,63202.608
Koppal,272968.0,107549.39199999999,14194.336000000001,32756.16,64681.0,17269.827,2393.197,31305.604
Gadag,180066.0,75267.588,9183.366,16566.072,111906.0,39950.442,3804.804,47336.238
Dharwad,199707.0,80681.628,7788.573,46132.317,283397.0,82185.12999999999,5667.9400000000005,232385.53999999998
Uttara Kannada,334281.0,160789.16100000002,21393.984,169146.18600000002,140511.0,52410.603,4496.352,113251.866
Haveri,315076.0,141469.124,15753.800000000001,88851.43199999999,98488.0,29447.912,2856.1519999999996,68646.13600000001
Bellary,371604.0,148269.99599999998,20066.616,44964.083999999995,251876.0,72540.28800000002,7556.28,159941.26
Chitradurga,349704.0,157366.80000000002,20632.536,66793.464,97644.0,30953.148,1952.88,72158.91600000001
Davanagere,354680.0,163507.48,20571.44,105694.64,176011.0,54035.377,4928.307999999999,142392.899
Shimoga,352444.0,161419.35199999998,25728.411999999997,217810.392,201662.0,64935.164000000004,6453.184,176857.574
Udupi,269817.0,93086.86499999999,11332.314,225567.012,115572.0,28893.0,2427.012,110949.12
Chikmagalur,311660.0,141805.30000000002,17141.3,168608.06,80766.0,24633.63,2342.214,72204.804
Tumkur,685443.0,280346.187,39755.693999999996,125436.069,204799.0,57138.920999999995,5119.975,168959.175
Bangalore,300576.0,86565.888,7514.400000000001,224830.848,2967384.0,590509.416,32641.224000000002,2872427.712
Mandya,458867.0,202819.214,20649.015,126188.42500000002,103435.0,31961.415,3206.485,88850.66500000001
Hassan,496103.0,241602.16100000002,30758.386,132459.50100000002,132878.0,39464.765999999996,3189.072,119457.322
Dakshina Kannada,332919.0,135830.952,12318.003000000002,293301.63899999997,317373.0,83469.099,5077.968,309756.048
Kodagu,181182.0,72472.8,8334.372,142771.416,31792.0,10618.527999999998,1017.344,30838.239999999998
Mysore,540596.0,259486.08,28651.588,145960.92,380386.0,108410.01,8368.492,358323.612
Chamarajanagar,262680.0,124773.0,18387.600000000002,40452.72,57200.0,21392.8,2574.0,36779.6
Gulbarga,400704.0,173905.536,14826.048000000003,18031.68,199303.0,57399.26400000001,2989.545,135924.646
Yadgir,207787.0,106386.944,11428.285,8934.840999999999,55208.0,18991.552,1601.032,22193.616
Kolar,326567.0,133565.903,16654.916999999998,83274.585,151042.0,47729.272,2416.672,121135.68400000001
Chikkaballapura,315649.0,120893.56699999998,15466.801000000001,72599.27,94053.0,26240.786999999997,1504.848,79286.679
Bangalore Rural,231052.0,84333.98,8548.924,174444.26,95410.0,27764.310000000005,1621.97,87109.32999999999
Ramanagara,266950.0,116123.25,18152.600000000002,74746.0,84834.0,29013.228000000003,2714.688,75078.09
North Goa,115859.0,26647.57,2085.4620000000004,79595.133,209230.0,41009.08,2301.53,178473.19
South Goa,88620.0,20737.079999999998,1772.4,65401.56,162873.0,39741.012,2443.095,138767.796
Lakshadweep,5289.0,,,,15953.0,,,
Kasaragod,251641.0,80273.479,19124.716,223457.208,166164.0,30740.34,4486.428000000001,160514.424
Kannur,306288.0,95255.568,18989.856,294955.344,566191.0,109841.05399999999,11890.011,557698.135
Wayanad,266183.0,94228.78199999999,23956.469999999998,244089.81100000002,11805.0,4722.0,649.275,11250.164999999999
Kozhikode,323793.0,87747.903,21370.338,314079.20999999996,666543.0,128642.799,23995.548000000003,654545.226
Malappuram,634543.0,175133.86800000002,26650.806,612333.995,522586.0,111310.818,13064.650000000001,514747.21
Palakkad,665899.0,235728.24599999998,35958.546,587322.918,228442.0,64192.202000000005,7538.586,216791.458
Thrissur,336748.0,118535.29600000002,17174.147999999997,326308.81200000003,715119.0,203808.91499999998,29319.878999999997,702961.977
Ernakulam,369694.0,109429.42400000001,18484.7,358233.48600000003,804997.0,179514.331,24954.907,791312.051
Idukki,391610.0,172700.01,32503.63,347358.07,20823.0,4893.405,291.522,20677.239
Kottayam,481967.0,168688.44999999998,22170.482,462688.32,196194.0,51991.41,5101.044000000001,192662.508
Alappuzha,331419.0,99094.281,25519.263,301259.871,392117.0,104695.239,25487.605,371334.799
Pathanamthitta,414992.0,125327.584,20334.608,388847.504,57848.0,13709.975999999999,1619.744,55534.079999999994
Kollam,523715.0,156590.785,39278.625,487054.95,401415.0,97945.26,22077.825,386964.06000000006
Thiruvananthapuram,559293.0,191278.206,57047.886,513990.26700000005,609824.0,157944.416,37199.263999999996,587260.512
Thiruvallur,387237.0,125464.788,12778.821,109588.07100000001,732196.0,132527.47600000002,7321.96,650190.048
Chennai,0.0,,,,1314125.0,228657.74999999997,11827.125000000002,1256303.5
Kancheepuram,438799.0,139099.283,10092.377,128568.10699999999,774705.0,136348.08000000002,6197.64,663147.48
Vellore,653499.0,181672.722,15030.476999999999,125471.808,486801.0,102228.20999999999,7302.014999999999,346602.31200000003
Tiruvannamalai,563102.0,163299.58,12951.346,70387.75,147061.0,27500.407,1911.7930000000001,95736.71099999998
Viluppuram,808042.0,290895.12,16160.84,106661.54400000001,159272.0,37906.736000000004,2389.08,104482.43199999999
Salem,572813.0,184445.786,13174.699,83630.69799999999,597539.0,145799.516,7768.0070000000005,328048.91099999996
Namakkal,370357.0,94070.678,6666.426,115551.384,257127.0,62481.861,3085.524,140391.342
Erode,411286.0,117627.79600000002,8225.72,138603.382,432398.0,102910.724,4756.378000000001,275869.924
The Nilgiris,112126.0,38795.596000000005,2354.646,47429.297999999995,151979.0,55320.356,2887.601,89515.631
Dindigul,443818.0,139802.67,7988.724000000001,83881.60199999998,269724.0,69858.516,3776.1359999999995,154821.576
Karur,212241.0,61549.88999999999,4669.302000000001,48815.43,152420.0,30636.420000000002,1371.7800000000002,102273.81999999999
Tiruchirappalli,452707.0,134906.686,10864.968,108649.68,423020.0,90526.28,5076.24,313880.84
Perambalur,155413.0,46934.725999999995,3419.0860000000002,24244.428,33179.0,5607.250999999999,298.61100000000005,18314.808
Ariyalur,223955.0,84878.945,7614.47,31801.609999999997,30322.0,8399.194,606.44,15555.186
Cuddalore,497429.0,193499.881,11938.296,98988.37099999998,260780.0,68845.92,3911.7,178895.08
Nagapattinam,399016.0,178360.152,12768.512,124492.992,118724.0,36804.44,2849.376,82750.62800000001
Thiruvarur,321331.0,143956.28799999997,13174.570999999998,101219.265,86848.0,24230.591999999997,1476.4160000000002,63225.344
Thanjavur,479070.0,206479.16999999998,21558.149999999998,137972.16,274302.0,78724.674,5486.04,205177.896
Pudukkottai,399712.0,157886.24000000002,16787.904000000002,70749.02399999999,104229.0,26161.479,1667.664,72230.697
Sivaganga,309224.0,98024.008,9276.72,73904.536,143193.0,31502.46,2004.7019999999998,112406.505
Madurai,417718.0,134087.478,8772.078000000001,86467.62599999999,592723.0,102541.07900000001,4741.784,502629.104
Theni,189328.0,66643.456,3975.8880000000004,46953.344,221295.0,66167.205,2876.835,115073.40000000001
Virudhunagar,363782.0,98221.14,6184.294000000001,53112.172,370942.0,71591.806,3338.4780000000005,173971.79799999998
Ramanathapuram,290478.0,99924.43199999999,8714.34,65357.55,126761.0,31817.011,2028.176,89493.26599999999
Thoothukkudi,336078.0,112586.13,6721.56,94773.99599999998,300661.0,69753.352,3908.5930000000003,219783.191
Tirunelveli,547962.0,166032.486,8767.392,181923.38400000002,516705.0,129692.955,5683.755000000001,325007.445
Kanniyakumari,104253.0,37114.06800000001,2814.831,86634.243,493788.0,162950.04,14813.64,436508.592
Dharmapuri,396819.0,131347.089,9920.475,42459.633,91107.0,20954.61,1457.712,53753.13
Krishnagiri,437988.0,143222.076,9635.736,84093.696,142552.0,26087.016,855.312,111618.21599999999
Coimbatore,284795.0,78033.82999999999,4556.72,94836.73499999999,884957.0,213274.63700000002,7079.656,689381.503
Tiruppur,356886.0,98500.53600000001,6067.062000000001,110277.774,538022.0,126973.19200000001,3766.1539999999995,403516.5
Yanam,0.0,,,,15519.0,2389.926,108.633,12710.061000000002
PONDICHERRY,87296.0,,,,203741.0,,,
Mahe,0.0,,,,12110.0,1913.38,133.21,11843.58
Karaikal,35618.0,13107.423999999999,747.9780000000001,16954.168,33715.0,7080.15,404.58,25083.960000000003
Nicobars,15958.0,3798.0040000000004,191.496,12910.022,0.0,,,
North  AND Middle Andaman,39091.0,,,,1094.0,,,
South Andaman,34901.0,11691.835000000001,1221.535,22580.947,50631.0,10835.034,607.572,44454.018000000004
